order_id;customer_id;loyalty_balance_before;loyalty_balance_after;loyalty_balance_delta
6654;1753;44,0;44,0;0,0
6655;1769;40,0;40,0;0,0
6656;1844;4,0;9,0;5,0
6657;1872;40,0;45,0;5,0
6658;1902;28,0;28,0;0,0
6659;1924;28,0;28,0;0,0
6660;1982;32,0;32,0;0,0
6661;2037;25,0;25,0;0,0
6662;2121;9,0;9,0;0,0
6663;2248;44,0;44,0;0,0
6664;2305;28,0;28,0;0,0
6665;2392;45,0;45,0;0,0
6666;2415;15,0;15,0;0,0
6667;2453;4,0;4,0;0,0
6668;2520;63,0;73,0;10,0
6669;2554;9,0;14,0;5,0
6670;2699;30,0;30,0;0,0
6671;2705;22,0;27,0;5,0
6672;2752;12,0;12,0;0,0
6673;2898;15,0;15,0;0,0
6674;2941;33,0;38,0;5,0
6675;3033;41,0;51,0;10,0
6676;3044;45,0;45,0;0,0
6677;3095;36,0;46,0;10,0
6678;3165;20,0;20,0;0,0
6679;3198;53,0;53,0;0,0
6680;3202;1,0;6,0;5,0
6681;3215;12,0;17,0;5,0
6682;3282;32,0;37,0;5,0
6683;3345;15,0;15,0;0,0
6684;3368;12,0;32,0;20,0
6685;3456;24,0;24,0;0,0
6686;3457;44,0;49,0;5,0
6687;3512;41,0;41,0;0,0
6688;3555;23,0;23,0;0,0
6689;3583;35,0;40,0;5,0
6690;3613;8,0;13,0;5,0
6691;3623;50,0;50,0;0,0
6692;3700;32,0;32,0;0,0
6693;3702;28,0;48,0;20,0
6694;3729;43,0;43,0;0,0
6695;3742;120,0;120,0;0,0
6696;3750;50,0;50,0;0,0
6697;3752;61,0;61,0;0,0
6698;3789;26,0;26,0;0,0
6699;3834;69,0;69,0;0,0
6700;3885;26,0;26,0;0,0
6701;3888;17,0;37,0;20,0
6702;3892;41,0;41,0;0,0
6703;3910;35,0;35,0;0,0
6704;3912;0,0;0,0;0,0
6705;3952;19,0;19,0;0,0
6706;3988;50,0;50,0;0,0
6707;3999;15,0;15,0;0,0
6708;4041;44,0;44,0;0,0
6709;4120;13,0;13,0;0,0
6710;4178;55,0;65,0;10,0
6711;4194;51,0;51,0;0,0
6712;4201;41,0;41,0;0,0
6713;4209;31,0;31,0;0,0
6714;4253;26,0;26,0;0,0
6715;4270;37,0;37,0;0,0
6716;4283;35,0;51,0;16,0
6717;4298;23,0;31,0;8,0
6718;4327;11,0;27,0;16,0
6719;4363;58,0;66,0;8,0
6720;4374;19,0;19,0;0,0
6721;4380;3,0;3,0;0,0
6722;4475;3,0;3,0;0,0
6723;4546;0,0;0,0;0,0
6724;4549;29,0;29,0;0,0
6725;4559;51,0;51,0;0,0
6726;4572;29,0;37,0;8,0
6727;4623;38,0;38,0;0,0
6728;4648;31,0;31,0;0,0
6729;4678;2,0;2,0;0,0
6730;4707;0,0;0,0;0,0
6731;4740;18,0;26,0;8,0
6732;4744;9,0;9,0;0,0
6733;4792;19,0;19,0;0,0
6734;4817;30,0;30,0;0,0
6735;4820;23,0;23,0;0,0
6736;4821;28,0;36,0;8,0
6737;4882;25,0;25,0;0,0
6738;4911;29,0;29,0;0,0
6739;4959;8,0;8,0;0,0
6740;5000;34,0;34,0;0,0
6741;5003;35,0;41,0;6,0
6742;5006;27,0;27,0;0,0
6743;5062;36,0;36,0;0,0
6744;5063;3,0;3,0;0,0
6745;5066;35,0;35,0;0,0
6746;5091;30,0;30,0;0,0
6747;5093;38,0;38,0;0,0
6748;5123;44,0;50,0;6,0
6749;5138;26,0;26,0;0,0
6750;5192;17,0;17,0;0,0
6751;5197;56,0;62,0;6,0
6752;5241;51,0;57,0;6,0
6753;5280;5,0;5,0;0,0
6754;5296;7,0;7,0;0,0
6755;5347;17,0;17,0;0,0
6756;5428;25,0;25,0;0,0
6757;5650;13,0;13,0;0,0
6758;5962;1,0;11,0;10,0
6759;6078;45,0;50,0;5,0
6760;6179;12,0;12,0;0,0
6761;6309;4,0;9,0;5,0
6762;6879;42,0;47,0;5,0
6763;6988;59,0;64,0;5,0
6764;6990;29,0;29,0;0,0
6765;7025;30,0;35,0;5,0
6766;7114;12,0;12,0;0,0
6767;7186;38,0;43,0;5,0
6768;7196;6,0;6,0;0,0
6769;7250;49,0;54,0;5,0
6770;7481;31,0;36,0;5,0
6771;7766;45,0;50,0;5,0
6772;7959;35,0;40,0;5,0
6773;8378;35,0;45,0;10,0
6774;3;51,0;66,0;15,0
6775;62;42,0;57,0;15,0
6776;86;30,0;30,0;0,0
6777;123;1,0;1,0;0,0
6778;129;62,0;62,0;0,0
6779;160;60,0;60,0;0,0
6780;204;71,0;101,0;30,0
6781;255;49,0;64,0;15,0
6782;265;78,0;78,0;0,0
6783;272;37,0;37,0;0,0
6784;294;21,0;36,0;15,0
6785;342;16,0;31,0;15,0
6786;348;25,0;25,0;0,0
6787;418;60,0;60,0;0,0
6788;425;78,0;78,0;0,0
6789;454;17,0;17,0;0,0
6790;458;62,0;62,0;0,0
6791;466;41,0;71,0;30,0
6792;480;44,0;44,0;0,0
6793;534;31,0;31,0;0,0
6794;549;3,0;3,0;0,0
6795;571;49,0;64,0;15,0
6796;583;50,0;50,0;0,0
6797;641;35,0;35,0;0,0
6798;649;48,0;48,0;0,0
6799;651;56,0;71,0;15,0
6800;668;88,0;88,0;0,0
6801;746;51,0;51,0;0,0
6802;800;40,0;55,0;15,0
6803;802;82,0;82,0;0,0
6804;808;3,0;18,0;15,0
6805;899;73,0;73,0;0,0
6806;920;166,0;196,0;30,0
6807;945;7,0;22,0;15,0
6808;1050;42,0;87,0;45,0
6809;1080;56,0;71,0;15,0
6810;1090;13,0;58,0;45,0
6811;1154;3,0;63,0;60,0
6812;1163;68,0;68,0;0,0
6813;1188;49,0;49,0;0,0
6814;1221;56,0;66,0;10,0
6815;1248;34,0;34,0;0,0
6816;1331;20,0;20,0;0,0
6817;1378;60,0;80,0;20,0
6818;1437;33,0;43,0;10,0
6819;1500;20,0;40,0;20,0
6820;1536;3,0;3,0;0,0
6821;1764;44,0;44,0;0,0
6822;1781;47,0;47,0;0,0
6823;1855;23,0;23,0;0,0
6824;1858;17,0;17,0;0,0
6825;1861;44,0;44,0;0,0
6826;1868;14,0;19,0;5,0
6827;1887;40,0;40,0;0,0
6828;1891;49,0;49,0;0,0
6829;1914;2,0;2,0;0,0
6830;2082;31,0;36,0;5,0
6831;2215;0,0;0,0;0,0
6832;2234;21,0;26,0;5,0
6833;2279;44,0;49,0;5,0
6834;2290;47,0;47,0;0,0
6835;2332;35,0;35,0;0,0
6836;2361;40,0;50,0;10,0
6837;2430;40,0;45,0;5,0
6838;2431;9,0;14,0;5,0
6839;2453;4,0;4,0;0,0
6840;2470;5,0;5,0;0,0
6841;2487;31,0;31,0;0,0
6842;2490;44,0;54,0;10,0
6843;2612;44,0;49,0;5,0
6844;2613;4,0;4,0;0,0
6845;2622;20,0;20,0;0,0
6846;2630;39,0;49,0;10,0
6847;3017;25,0;30,0;5,0
6848;3088;19,0;24,0;5,0
6849;3089;14,0;14,0;0,0
6850;3098;3,0;8,0;5,0
6851;3125;32,0;47,0;15,0
6852;3307;21,0;31,0;10,0
6853;3312;0,0;10,0;10,0
6854;3430;19,0;24,0;5,0
6855;3455;32,0;42,0;10,0
6856;3483;17,0;27,0;10,0
6857;3546;49,0;49,0;0,0
6858;3557;39,0;49,0;10,0
6859;3575;46,0;46,0;0,0
6860;3606;13,0;18,0;5,0
6861;3618;38,0;43,0;5,0
6862;3629;47,0;47,0;0,0
6863;3655;70,0;90,0;20,0
6864;3663;42,0;62,0;20,0
6865;3671;13,0;13,0;0,0
6866;3675;49,0;89,0;40,0
6867;3743;65,0;85,0;20,0
6868;3783;78,0;78,0;0,0
6869;3882;24,0;24,0;0,0
6870;3929;29,0;29,0;0,0
6871;3968;24,0;24,0;0,0
6872;4003;33,0;43,0;10,0
6873;4066;45,0;55,0;10,0
6874;4160;21,0;21,0;0,0
6875;4173;33,0;33,0;0,0
6876;4191;18,0;18,0;0,0
6877;4194;51,0;51,0;0,0
6878;4227;22,0;22,0;0,0
6879;4248;29,0;29,0;0,0
6880;4296;17,0;17,0;0,0
6881;4334;11,0;11,0;0,0
6882;4445;60,0;60,0;0,0
6883;4455;49,0;49,0;0,0
6884;4467;7,0;15,0;8,0
6885;4474;30,0;38,0;8,0
6886;4476;28,0;28,0;0,0
6887;4542;4,0;4,0;0,0
6888;4579;24,0;32,0;8,0
6889;4594;44,0;44,0;0,0
6890;4608;27,0;27,0;0,0
6891;4646;41,0;41,0;0,0
6892;4656;27,0;27,0;0,0
6893;4690;43,0;43,0;0,0
6894;4692;17,0;17,0;0,0
6895;4695;34,0;34,0;0,0
6896;4705;31,0;31,0;0,0
6897;4732;4,0;4,0;0,0
6898;4746;35,0;35,0;0,0
6899;4760;2,0;10,0;8,0
6900;4764;33,0;33,0;0,0
6901;4769;41,0;49,0;8,0
6902;4785;8,0;8,0;0,0
6903;4821;36,0;44,0;8,0
6904;4858;48,0;48,0;0,0
6905;4860;55,0;55,0;0,0
6906;4878;63,0;63,0;0,0
6907;4905;40,0;40,0;0,0
6908;4906;43,0;43,0;0,0
6909;4931;50,0;50,0;0,0
6910;4970;44,0;44,0;0,0
6911;4981;0,0;5,0;5,0
6912;5031;65,0;65,0;0,0
6913;5037;16,0;16,0;0,0
6914;5059;18,0;24,0;6,0
6915;5086;8,0;8,0;0,0
6916;5088;42,0;42,0;0,0
6917;5102;34,0;34,0;0,0
6918;5143;2,0;2,0;0,0
6919;5151;22,0;28,0;6,0
6920;5178;38,0;38,0;0,0
6921;5205;47,0;53,0;6,0
6922;5243;12,0;12,0;0,0
6923;5251;15,0;15,0;0,0
6924;5252;31,0;31,0;0,0
6925;5253;47,0;47,0;0,0
6926;5290;27,0;27,0;0,0
6927;5395;47,0;47,0;0,0
6928;5432;11,0;11,0;0,0
6929;5467;32,0;37,0;5,0
6930;5884;2,0;2,0;0,0
6931;5916;6,0;6,0;0,0
6932;5974;10,0;15,0;5,0
6933;6002;16,0;16,0;0,0
6934;6305;19,0;19,0;0,0
6935;6444;27,0;27,0;0,0
6936;6454;45,0;50,0;5,0
6937;6514;29,0;29,0;0,0
6938;6563;42,0;42,0;0,0
6939;6770;33,0;33,0;0,0
6940;7082;8,0;8,0;0,0
6941;7469;43,0;43,0;0,0
6942;7863;21,0;21,0;0,0
6943;8284;42,0;42,0;0,0
6944;21;39,0;54,0;15,0
6945;24;12,0;27,0;15,0
6946;67;6,0;6,0;0,0
6947;91;70,0;100,0;30,0
6948;116;45,0;45,0;0,0
6949;121;49,0;49,0;0,0
6950;139;33,0;33,0;0,0
6951;162;76,0;91,0;15,0
6952;196;41,0;41,0;0,0
6953;197;47,0;47,0;0,0
6954;252;60,0;60,0;0,0
6955;370;42,0;42,0;0,0
6956;403;33,0;48,0;15,0
6957;410;40,0;40,0;0,0
6958;418;60,0;75,0;15,0
6959;470;32,0;32,0;0,0
6960;472;50,0;50,0;0,0
6961;482;53,0;53,0;0,0
6962;519;54,0;69,0;15,0
6963;554;41,0;56,0;15,0
6964;559;47,0;77,0;30,0
6965;570;12,0;27,0;15,0
6966;577;22,0;52,0;30,0
6967;598;58,0;58,0;0,0
6968;616;37,0;52,0;15,0
6969;653;75,0;90,0;15,0
6970;658;48,0;63,0;15,0
6971;676;26,0;41,0;15,0
6972;708;45,0;60,0;15,0
6973;756;35,0;50,0;15,0
6974;776;30,0;45,0;15,0
6975;799;25,0;25,0;0,0
6976;809;18,0;18,0;0,0
6977;872;16,0;31,0;15,0
6978;887;42,0;57,0;15,0
6979;950;70,0;85,0;15,0
6980;966;28,0;58,0;30,0
6981;976;9,0;9,0;0,0
6982;999;29,0;44,0;15,0
6983;1014;49,0;49,0;0,0
6984;1052;34,0;34,0;0,0
6985;1083;17,0;32,0;15,0
6986;1094;72,0;87,0;15,0
6987;1103;38,0;38,0;0,0
6988;1186;38,0;38,0;0,0
6989;1200;46,0;61,0;15,0
6990;1206;43,0;43,0;0,0
6991;1212;49,0;59,0;10,0
6992;1235;36,0;36,0;0,0
6993;1302;40,0;40,0;0,0
6994;1346;34,0;34,0;0,0
6995;1349;27,0;27,0;0,0
6996;1384;31,0;31,0;0,0
6997;1402;12,0;12,0;0,0
6998;1462;36,0;46,0;10,0
6999;1522;32,0;32,0;0,0
7000;1541;49,0;49,0;0,0
7001;1576;46,0;46,0;0,0
7002;1585;46,0;46,0;0,0
7003;1684;48,0;53,0;5,0
7004;1811;24,0;29,0;5,0
7005;1937;26,0;31,0;5,0
7006;1954;50,0;55,0;5,0
7007;1999;38,0;43,0;5,0
7008;2184;50,0;50,0;0,0
7009;2188;6,0;11,0;5,0
7010;2227;2,0;7,0;5,0
7011;2361;50,0;55,0;5,0
7012;2393;26,0;41,0;15,0
7013;2398;38,0;43,0;5,0
7014;2438;42,0;47,0;5,0
7015;2469;55,0;80,0;25,0
7016;2500;29,0;34,0;5,0
7017;2527;28,0;28,0;0,0
7018;2910;33,0;38,0;5,0
7019;2924;49,0;69,0;20,0
7020;2985;30,0;30,0;0,0
7021;3041;41,0;46,0;5,0
7022;3081;32,0;32,0;0,0
7023;3091;12,0;17,0;5,0
7024;3279;33,0;48,0;15,0
7025;3312;10,0;20,0;10,0
7026;3323;46,0;51,0;5,0
7027;3342;8,0;8,0;0,0
7028;3496;17,0;22,0;5,0
7029;3517;0,0;0,0;0,0
7030;3528;10,0;10,0;0,0
7031;3563;21,0;26,0;5,0
7032;3579;13,0;18,0;5,0
7033;3622;45,0;50,0;5,0
7034;3697;43,0;63,0;20,0
7035;3699;22,0;22,0;0,0
7036;3707;84,0;104,0;20,0
7037;3715;20,0;40,0;20,0
7038;3721;72,0;132,0;60,0
7039;3803;4,0;4,0;0,0
7040;3815;20,0;40,0;20,0
7041;3837;47,0;47,0;0,0
7042;3853;44,0;44,0;0,0
7043;3889;40,0;60,0;20,0
7044;3904;38,0;38,0;0,0
7045;3942;7,0;7,0;0,0
7046;4019;42,0;42,0;0,0
7047;4039;18,0;18,0;0,0
7048;4096;35,0;35,0;0,0
7049;4247;19,0;19,0;0,0
7050;4267;14,0;14,0;0,0
7051;4292;19,0;19,0;0,0
7052;4299;24,0;32,0;8,0
7053;4311;29,0;29,0;0,0
7054;4361;10,0;10,0;0,0
7055;4363;66,0;66,0;0,0
7056;4373;30,0;30,0;0,0
7057;4412;14,0;14,0;0,0
7058;4480;49,0;57,0;8,0
7059;4521;38,0;38,0;0,0
7060;4535;37,0;37,0;0,0
7061;4545;13,0;21,0;8,0
7062;4579;32,0;40,0;8,0
7063;4611;27,0;27,0;0,0
7064;4625;56,0;56,0;0,0
7065;4643;36,0;36,0;0,0
7066;4652;37,0;37,0;0,0
7067;4658;29,0;29,0;0,0
7068;4678;2,0;10,0;8,0
7069;4695;34,0;34,0;0,0
7070;4712;11,0;27,0;16,0
7071;4731;49,0;49,0;0,0
7072;4761;42,0;42,0;0,0
7073;4788;13,0;13,0;0,0
7074;4836;22,0;22,0;0,0
7075;4851;17,0;17,0;0,0
7076;4854;39,0;39,0;0,0
7077;4858;48,0;48,0;0,0
7078;4896;5,0;10,0;5,0
7079;4949;44,0;44,0;0,0
7080;4955;27,0;32,0;5,0
7081;5010;32,0;32,0;0,0
7082;5032;27,0;27,0;0,0
7083;5047;41,0;53,0;12,0
7084;5057;14,0;20,0;6,0
7085;5070;30,0;30,0;0,0
7086;5093;38,0;44,0;6,0
7087;5111;25,0;37,0;12,0
7088;5113;45,0;45,0;0,0
7089;5114;30,0;36,0;6,0
7090;5122;56,0;56,0;0,0
7091;5134;33,0;39,0;6,0
7092;5136;6,0;6,0;0,0
7093;5158;30,0;30,0;0,0
7094;5165;16,0;16,0;0,0
7095;5202;50,0;56,0;6,0
7096;5213;30,0;30,0;0,0
7097;5217;12,0;12,0;0,0
7098;5221;25,0;31,0;6,0
7099;5244;6,0;6,0;0,0
7100;5358;43,0;43,0;0,0
7101;5399;0,0;0,0;0,0
7102;5571;44,0;44,0;0,0
7103;5842;45,0;50,0;5,0
7104;6026;41,0;46,0;5,0
7105;6241;19,0;19,0;0,0
7106;6253;29,0;29,0;0,0
7107;6275;41,0;41,0;0,0
7108;6360;16,0;26,0;10,0
7109;6420;34,0;39,0;5,0
7110;6664;27,0;42,0;15,0
7111;6770;33,0;33,0;0,0
7112;6963;11,0;11,0;0,0
7113;6966;15,0;20,0;5,0
7114;7081;4,0;4,0;0,0
7115;7264;31,0;31,0;0,0
7116;7296;19,0;24,0;5,0
7117;7489;3,0;3,0;0,0
7118;7499;45,0;45,0;0,0
7119;7697;22,0;27,0;5,0
7120;7706;8,0;13,0;5,0
7121;7791;23,0;23,0;0,0
7122;7843;0,0;0,0;0,0
7123;8176;40,0;45,0;5,0
7124;50;2,0;2,0;0,0
7125;85;46,0;76,0;30,0
7126;94;34,0;49,0;15,0
7127;123;1,0;16,0;15,0
7128;170;40,0;40,0;0,0
7129;191;17,0;47,0;30,0
7130;194;37,0;37,0;0,0
7131;237;50,0;80,0;30,0
7132;315;68,0;68,0;0,0
7133;415;39,0;39,0;0,0
7134;423;5,0;35,0;30,0
7135;453;49,0;49,0;0,0
7136;455;3,0;33,0;30,0
7137;486;64,0;64,0;0,0
7138;490;44,0;44,0;0,0
7139;511;35,0;35,0;0,0
7140;527;60,0;60,0;0,0
7141;540;10,0;25,0;15,0
7142;550;15,0;15,0;0,0
7143;577;52,0;52,0;0,0
7144;579;25,0;40,0;15,0
7145;581;7,0;7,0;0,0
7146;619;42,0;57,0;15,0
7147;629;42,0;57,0;15,0
7148;749;3,0;18,0;15,0
7149;754;7,0;7,0;0,0
7150;804;41,0;41,0;0,0
7151;901;1,0;1,0;0,0
7152;913;24,0;39,0;15,0
7153;920;196,0;211,0;15,0
7154;923;13,0;28,0;15,0
7155;951;9,0;9,0;0,0
7156;967;68,0;83,0;15,0
7157;976;9,0;39,0;30,0
7158;1053;46,0;46,0;0,0
7159;1063;54,0;69,0;15,0
7160;1073;35,0;35,0;0,0
7161;1074;42,0;57,0;15,0
7162;1112;47,0;92,0;45,0
7163;1144;41,0;41,0;0,0
7164;1161;54,0;54,0;0,0
7165;1212;59,0;59,0;0,0
7166;1233;11,0;11,0;0,0
7167;1295;9,0;9,0;0,0
7168;1447;24,0;54,0;30,0
7169;1448;31,0;31,0;0,0
7170;1509;41,0;41,0;0,0
7171;1583;0,0;0,0;0,0
7172;1588;15,0;15,0;0,0
7173;1616;42,0;42,0;0,0
7174;1685;0,0;0,0;0,0
7175;1723;2,0;2,0;0,0
7176;1724;39,0;39,0;0,0
7177;1782;8,0;8,0;0,0
7178;1784;33,0;33,0;0,0
7179;1845;50,0;50,0;0,0
7180;1859;40,0;45,0;5,0
7181;1912;9,0;9,0;0,0
7182;1915;8,0;13,0;5,0
7183;1936;40,0;40,0;0,0
7184;1970;9,0;14,0;5,0
7185;2099;20,0;20,0;0,0
7186;2145;40,0;40,0;0,0
7187;2151;9,0;9,0;0,0
7188;2152;18,0;18,0;0,0
7189;2162;3,0;3,0;0,0
7190;2270;4,0;4,0;0,0
7191;2274;47,0;47,0;0,0
7192;2280;21,0;26,0;5,0
7193;2323;32,0;32,0;0,0
7194;2383;34,0;34,0;0,0
7195;2409;9,0;19,0;10,0
7196;2499;38,0;38,0;0,0
7197;2541;34,0;39,0;5,0
7198;2583;43,0;43,0;0,0
7199;2606;43,0;43,0;0,0
7200;2695;11,0;11,0;0,0
7201;2750;49,0;49,0;0,0
7202;2830;32,0;42,0;10,0
7203;2856;39,0;49,0;10,0
7204;2929;35,0;35,0;0,0
7205;3011;53,0;58,0;5,0
7206;3035;27,0;32,0;5,0
7207;3117;19,0;19,0;0,0
7208;3146;36,0;36,0;0,0
7209;3173;29,0;34,0;5,0
7210;3179;5,0;10,0;5,0
7211;3208;21,0;26,0;5,0
7212;3374;48,0;53,0;5,0
7213;3386;19,0;24,0;5,0
7214;3475;46,0;46,0;0,0
7215;3482;43,0;48,0;5,0
7216;3489;20,0;25,0;5,0
7217;3549;13,0;18,0;5,0
7218;3571;36,0;36,0;0,0
7219;3626;22,0;27,0;5,0
7220;3656;82,0;142,0;60,0
7221;3669;9,0;9,0;0,0
7222;3702;48,0;48,0;0,0
7223;3747;30,0;50,0;20,0
7224;3768;45,0;65,0;20,0
7225;3771;40,0;80,0;40,0
7226;3828;7,0;7,0;0,0
7227;3874;20,0;40,0;20,0
7228;3875;33,0;33,0;0,0
7229;3930;42,0;42,0;0,0
7230;3970;18,0;18,0;0,0
7231;3971;33,0;33,0;0,0
7232;4000;21,0;21,0;0,0
7233;4026;16,0;16,0;0,0
7234;4029;32,0;42,0;10,0
7235;4046;8,0;8,0;0,0
7236;4064;50,0;50,0;0,0
7237;4097;45,0;45,0;0,0
7238;4139;27,0;37,0;10,0
7239;4209;31,0;31,0;0,0
7240;4229;43,0;43,0;0,0
7241;4299;32,0;40,0;8,0
7242;4354;0,0;0,0;0,0
7243;4391;34,0;34,0;0,0
7244;4421;29,0;45,0;16,0
7245;4439;31,0;31,0;0,0
7246;4451;52,0;52,0;0,0
7247;4460;22,0;22,0;0,0
7248;4465;7,0;7,0;0,0
7249;4479;38,0;46,0;8,0
7250;4544;12,0;12,0;0,0
7251;4551;16,0;24,0;8,0
7252;4621;37,0;37,0;0,0
7253;4663;72,0;72,0;0,0
7254;4684;44,0;44,0;0,0
7255;4688;39,0;39,0;0,0
7256;4691;12,0;20,0;8,0
7257;4720;39,0;39,0;0,0
7258;4773;12,0;12,0;0,0
7259;4777;3,0;3,0;0,0
7260;4842;49,0;57,0;8,0
7261;4899;10,0;10,0;0,0
7262;4930;34,0;34,0;0,0
7263;4931;50,0;50,0;0,0
7264;4950;36,0;36,0;0,0
7265;4993;41,0;41,0;0,0
7266;5012;23,0;23,0;0,0
7267;5022;11,0;11,0;0,0
7268;5032;27,0;27,0;0,0
7269;5055;10,0;16,0;6,0
7270;5056;16,0;16,0;0,0
7271;5059;24,0;30,0;6,0
7272;5099;2,0;2,0;0,0
7273;5128;43,0;43,0;0,0
7274;5134;39,0;39,0;0,0
7275;5165;16,0;22,0;6,0
7276;5169;28,0;34,0;6,0
7277;5205;53,0;53,0;0,0
7278;5277;75,0;75,0;0,0
7279;5330;3,0;13,0;10,0
7280;5334;33,0;43,0;10,0
7281;5345;14,0;34,0;20,0
7282;5357;36,0;46,0;10,0
7283;5400;32,0;37,0;5,0
7284;5495;19,0;19,0;0,0
7285;5521;30,0;30,0;0,0
7286;5631;28,0;28,0;0,0
7287;5729;11,0;11,0;0,0
7288;5824;5,0;5,0;0,0
7289;5853;30,0;30,0;0,0
7290;6214;34,0;39,0;5,0
7291;6296;36,0;36,0;0,0
7292;6615;43,0;43,0;0,0
7293;6659;9,0;9,0;0,0
7294;6961;37,0;37,0;0,0
7295;7032;11,0;26,0;15,0
7296;7377;20,0;20,0;0,0
7297;7426;5,0;10,0;5,0
7298;7467;11,0;11,0;0,0
7299;7700;28,0;28,0;0,0
7300;7893;19,0;19,0;0,0
7301;8053;26,0;36,0;10,0
7302;8114;50,0;50,0;0,0
7303;8150;18,0;18,0;0,0
7304;8215;47,0;52,0;5,0
7305;8288;29,0;29,0;0,0
7306;8292;14,0;19,0;5,0
7307;1;38,0;38,0;0,0
7308;14;27,0;27,0;0,0
7309;45;36,0;36,0;0,0
7310;80;69,0;114,0;45,0
7311;90;20,0;20,0;0,0
7312;153;24,0;54,0;30,0
7313;157;40,0;55,0;15,0
7314;162;91,0;91,0;0,0
7315;189;11,0;11,0;0,0
7316;194;37,0;52,0;15,0
7317;211;25,0;25,0;0,0
7318;225;13,0;13,0;0,0
7319;228;30,0;30,0;0,0
7320;286;20,0;35,0;15,0
7321;299;25,0;25,0;0,0
7322;306;65,0;65,0;0,0
7323;329;20,0;20,0;0,0
7324;335;30,0;45,0;15,0
7325;340;62,0;77,0;15,0
7326;347;20,0;35,0;15,0
7327;355;6,0;36,0;30,0
7328;389;79,0;79,0;0,0
7329;402;38,0;53,0;15,0
7330;418;75,0;75,0;0,0
7331;454;17,0;17,0;0,0
7332;463;106,0;106,0;0,0
7333;489;41,0;41,0;0,0
7334;525;31,0;46,0;15,0
7335;537;69,0;69,0;0,0
7336;560;47,0;62,0;15,0
7337;567;35,0;35,0;0,0
7338;574;33,0;33,0;0,0
7339;633;26,0;26,0;0,0
7340;658;63,0;78,0;15,0
7341;686;80,0;80,0;0,0
7342;700;29,0;29,0;0,0
7343;707;34,0;49,0;15,0
7344;709;15,0;15,0;0,0
7345;742;37,0;37,0;0,0
7346;751;123,0;123,0;0,0
7347;755;43,0;58,0;15,0
7348;761;39,0;39,0;0,0
7349;767;94,0;94,0;0,0
7350;774;32,0;32,0;0,0
7351;801;52,0;52,0;0,0
7352;808;18,0;18,0;0,0
7353;818;75,0;75,0;0,0
7354;831;27,0;27,0;0,0
7355;864;37,0;37,0;0,0
7356;872;31,0;46,0;15,0
7357;900;43,0;58,0;15,0
7358;904;52,0;52,0;0,0
7359;911;48,0;63,0;15,0
7360;926;30,0;30,0;0,0
7361;929;40,0;70,0;30,0
7362;938;48,0;63,0;15,0
7363;942;110,0;125,0;15,0
7364;988;69,0;69,0;0,0
7365;989;55,0;70,0;15,0
7366;1001;46,0;46,0;0,0
7367;1036;62,0;77,0;15,0
7368;1087;63,0;63,0;0,0
7369;1102;46,0;76,0;30,0
7370;1122;26,0;26,0;0,0
7371;1134;11,0;11,0;0,0
7372;1140;30,0;30,0;0,0
7373;1159;19,0;34,0;15,0
7374;1201;49,0;49,0;0,0
7375;1214;33,0;33,0;0,0
7376;1231;59,0;59,0;0,0
7377;1233;11,0;11,0;0,0
7378;1269;39,0;49,0;10,0
7379;1273;41,0;41,0;0,0
7380;1282;30,0;40,0;10,0
7381;1307;36,0;46,0;10,0
7382;1320;32,0;32,0;0,0
7383;1334;64,0;64,0;0,0
7384;1338;48,0;48,0;0,0
7385;1366;25,0;35,0;10,0
7386;1425;28,0;38,0;10,0
7387;1428;13,0;13,0;0,0
7388;1441;30,0;30,0;0,0
7389;1450;28,0;38,0;10,0
7390;1457;57,0;77,0;20,0
7391;1462;46,0;56,0;10,0
7392;1464;17,0;27,0;10,0
7393;1473;45,0;45,0;0,0
7394;1480;40,0;50,0;10,0
7395;1558;39,0;39,0;0,0
7396;1743;21,0;21,0;0,0
7397;1806;20,0;25,0;5,0
7398;1821;29,0;29,0;0,0
7399;1827;30,0;30,0;0,0
7400;1879;38,0;38,0;0,0
7401;1924;28,0;28,0;0,0
7402;2001;37,0;37,0;0,0
7403;2135;41,0;46,0;5,0
7404;2138;50,0;50,0;0,0
7405;2168;43,0;43,0;0,0
7406;2228;49,0;49,0;0,0
7407;2306;27,0;32,0;5,0
7408;2402;29,0;29,0;0,0
7409;2411;16,0;21,0;5,0
7410;2464;48,0;53,0;5,0
7411;2510;38,0;38,0;0,0
7412;2519;50,0;55,0;5,0
7413;2525;22,0;27,0;5,0
7414;2531;27,0;32,0;5,0
7415;2537;57,0;57,0;0,0
7416;2539;21,0;21,0;0,0
7417;2545;15,0;25,0;10,0
7418;2567;13,0;13,0;0,0
7419;2608;40,0;40,0;0,0
7420;2627;23,0;23,0;0,0
7421;2632;2,0;7,0;5,0
7422;2646;21,0;21,0;0,0
7423;2714;18,0;23,0;5,0
7424;2729;6,0;6,0;0,0
7425;2831;26,0;31,0;5,0
7426;2845;8,0;8,0;0,0
7427;2868;28,0;28,0;0,0
7428;2874;18,0;18,0;0,0
7429;2880;25,0;25,0;0,0
7430;2925;18,0;23,0;5,0
7431;2929;35,0;40,0;5,0
7432;3031;10,0;10,0;0,0
7433;3033;51,0;61,0;10,0
7434;3059;50,0;50,0;0,0
7435;3087;42,0;42,0;0,0
7436;3204;19,0;19,0;0,0
7437;3254;49,0;54,0;5,0
