cancellation_id;order_date;customer_id;segment_id;location_id;arrival_time;finish_cooking;kitchen_time_minutes;wait_time_minutes;max_wait_time_minutes
2525;2024-05-17;4778;4;3;2024-05-17 15:40:00;;;83,76;60,0
2526;2024-05-17;4797;4;3;2024-05-17 13:53:00;;;190,76;60,0
2527;2024-05-17;4812;4;3;2024-05-17 13:40:00;;;203,76;60,0
2528;2024-05-17;4818;4;3;2024-05-17 10:02:00;;;421,76;60,0
2529;2024-05-17;4833;4;3;2024-05-17 12:45:00;;;258,76;60,0
2530;2024-05-17;4836;4;3;2024-05-17 13:00:00;;;243,76;60,0
2531;2024-05-17;4905;5;1;2024-05-17 10:16:00;;;347,93;45,0
2532;2024-05-17;4932;5;1;2024-05-17 11:38:00;;;265,93;45,0
2533;2024-05-17;4947;5;1;2024-05-17 14:36:00;;;87,93;45,0
2534;2024-05-17;4951;5;1;2024-05-17 11:49:00;;;254,93;45,0
2535;2024-05-17;4973;5;1;2024-05-17 12:56:00;;;187,93;45,0
2536;2024-05-17;5011;5;2;2024-05-17 10:52:00;;;112,01;45,0
2537;2024-05-17;5013;5;2;2024-05-17 10:27:00;;;137,01;45,0
2538;2024-05-17;5087;5;2;2024-05-17 11:44:00;;;60,01;45,0
2539;2024-05-17;5135;5;2;2024-05-17 10:23:00;;;152,81;45,0
2540;2024-05-17;5248;5;2;2024-05-17 11:36:00;;;79,81;45,0
2541;2024-05-17;5489;6;1;2024-05-17 13:48:00;;;150,84;90,0
2542;2024-05-17;5490;6;1;2024-05-17 13:32:00;;;166,84;90,0
2543;2024-05-17;7236;6;2;2024-05-17 10:35:00;;;322,14;90,0
2544;2024-05-17;7321;6;2;2024-05-17 11:25:00;;;277,89;90,0
2545;2024-05-17;7332;6;2;2024-05-17 10:32:00;;;330,89;90,0
2546;2024-05-17;7627;6;2;2024-05-17 14:00:00;;;141,03;90,0
2547;2024-05-17;7666;6;2;2024-05-17 12:30:00;;;231,03;90,0
2548;2024-05-17;7686;6;2;2024-05-17 11:41:00;;;280,03;90,0
2549;2024-05-17;7815;6;2;2024-05-17 12:58:00;;;203,03;90,0
2550;2024-05-17;7894;6;2;2024-05-17 14:20:00;;;121,03;90,0
2551;2024-05-17;7913;6;2;2024-05-17 10:43:00;;;338,03;90,0
2552;2024-05-17;7983;6;3;2024-05-17 14:32:00;;;165,28;90,0
2553;2024-05-17;8035;6;3;2024-05-17 10:23:00;;;414,28;90,0
2554;2024-05-17;8163;6;3;2024-05-17 14:30:00;;;167,28;90,0
2555;2024-05-17;8171;6;3;2024-05-17 13:23:00;;;234,28;90,0
2556;2024-05-17;8260;6;3;2024-05-17 15:54:00;2024-05-17 17:38:20;104,35;86,0;90,0
2557;2024-05-17;8292;6;3;2024-05-17 14:59:00;;;141,0;90,0
2558;2024-05-17;8297;6;3;2024-05-17 15:33:00;;;107,0;90,0
2559;2024-05-17;8376;6;3;2024-05-17 13:44:00;;;216,0;90,0
2560;2024-05-18;1143;1;1;2024-05-18 10:24:00;;;273,88;40,0
2561;2024-05-18;1146;1;1;2024-05-18 11:19:00;;;218,88;40,0
2562;2024-05-18;1199;1;1;2024-05-18 12:48:00;;;129,88;40,0
2563;2024-05-18;2926;2;3;2024-05-18 10:29:00;2024-05-18 11:19:46;50,78;37,17;45,0
2564;2024-05-18;2966;2;3;2024-05-18 10:35:00;;;56,77;45,0
2565;2024-05-18;2992;2;3;2024-05-18 11:07:00;;;61,32;45,0
2566;2024-05-18;3027;2;3;2024-05-18 10:33:00;;;103,11;45,0
2567;2024-05-18;3375;2;3;2024-05-18 11:47:00;2024-05-18 12:50:42;63,71;42,68;45,0
2568;2024-05-18;3502;2;3;2024-05-18 11:58:00;;;46,66;45,0
2569;2024-05-18;3572;2;3;2024-05-18 11:34:00;;;70,66;45,0
2570;2024-05-18;3666;3;3;2024-05-18 12:03:00;;;139,76;60,0
2571;2024-05-18;3668;3;1;2024-05-18 11:47:00;;;265,15;60,0
2572;2024-05-18;3687;3;1;2024-05-18 11:52:00;;;260,32;60,0
2573;2024-05-18;3704;3;1;2024-05-18 12:45:00;;;207,32;60,0
2574;2024-05-18;3734;3;1;2024-05-18 13:00:00;;;207,23;60,0
2575;2024-05-18;3746;3;1;2024-05-18 11:21:00;;;306,23;60,0
2576;2024-05-18;3762;3;3;2024-05-18 12:27:00;;;115,76;60,0
2577;2024-05-18;3814;3;3;2024-05-18 13:35:00;2024-05-18 14:37:01;62,03;47,76;60,0
2578;2024-05-18;3858;3;3;2024-05-18 12:20:00;;;122,76;60,0
2579;2024-05-18;3884;3;3;2024-05-18 12:05:00;;;218,36;60,0
2580;2024-05-18;3898;3;3;2024-05-18 12:03:00;;;220,36;60,0
2581;2024-05-18;3900;4;1;2024-05-18 13:21:00;;;194,64;60,0
2582;2024-05-18;3950;4;1;2024-05-18 15:00:00;;;95,64;60,0
2583;2024-05-18;3954;4;1;2024-05-18 13:10:00;;;205,64;60,0
2584;2024-05-18;4070;4;1;2024-05-18 10:14:00;;;386,39;60,0
2585;2024-05-18;4078;4;1;2024-05-18 12:32:00;;;248,39;60,0
2586;2024-05-18;4278;4;3;2024-05-18 12:24:00;;;199,36;60,0
2587;2024-05-18;4567;4;3;2024-05-18 12:36:00;;;190,22;60,0
2588;2024-05-18;4665;4;3;2024-05-18 13:10:00;;;156,22;60,0
2589;2024-05-18;4710;4;3;2024-05-18 11:58:00;;;228,22;60,0
2590;2024-05-18;4809;4;3;2024-05-18 13:11:00;;;174,45;60,0
2591;2024-05-18;4868;4;3;2024-05-18 12:00:00;;;251,33;60,0
2592;2024-05-18;4892;5;1;2024-05-18 10:17:00;;;392,49;45,0
2593;2024-05-18;4916;5;1;2024-05-18 10:40:00;;;378,75;45,0
2594;2024-05-18;4938;5;1;2024-05-18 13:07:00;;;231,75;45,0
2595;2024-05-18;4981;5;1;2024-05-18 12:43:00;;;255,75;45,0
2596;2024-05-18;5009;5;2;2024-05-18 11:16:00;;;124,58;45,0
2597;2024-05-18;5072;5;2;2024-05-18 13:03:00;2024-05-18 13:58:33;55,56;38,11;45,0
2598;2024-05-18;5093;5;2;2024-05-18 10:21:00;;;200,11;45,0
2599;2024-05-18;5125;5;2;2024-05-18 10:12:00;;;209,11;45,0
2600;2024-05-18;5164;5;2;2024-05-18 10:32:00;;;199,3;45,0
2601;2024-05-18;5202;5;2;2024-05-18 10:37:00;;;198,58;45,0
2602;2024-05-18;5234;5;2;2024-05-18 12:31:00;;;84,58;45,0
2603;2024-05-18;5245;5;2;2024-05-18 12:41:00;;;86,95;45,0
2604;2024-05-18;5284;5;3;2024-05-18 10:05:00;;;366,33;45,0
2605;2024-05-18;5287;5;3;2024-05-18 14:15:00;;;116,33;45,0
2606;2024-05-18;5365;5;3;2024-05-18 15:14:00;;;87,4;45,0
2607;2024-05-18;8005;6;3;2024-05-18 15:39:00;2024-05-18 17:18:08;99,14;77,78;90,0
2608;2024-05-18;8019;6;3;2024-05-18 15:03:00;;;113,78;90,0
2609;2024-05-18;8068;6;3;2024-05-18 14:14:00;;;162,78;90,0
2610;2024-05-18;8337;6;3;2024-05-18 15:06:00;;;110,78;90,0
2611;2024-05-19;1783;2;1;2024-05-19 10:43:00;;;69,17;45,0
2612;2024-05-19;3600;2;3;2024-05-19 11:42:00;;;77,01;45,0
2613;2024-05-19;3695;3;3;2024-05-19 12:02:00;;;62,45;60,0
2614;2024-05-19;3727;3;3;2024-05-19 12:22:00;2024-05-19 13:26:57;64,96;48,68;60,0
2615;2024-05-19;3765;3;3;2024-05-19 11:14:00;;;138,57;60,0
2616;2024-05-19;3797;3;3;2024-05-19 11:49:00;;;103,57;60,0
2617;2024-05-19;3824;3;3;2024-05-19 12:25:00;;;67,63;60,0
2618;2024-05-19;3839;3;2;2024-05-19 12:08:00;2024-05-19 13:09:34;61,57;48,25;60,0
2619;2024-05-19;3841;3;1;2024-05-19 10:58:00;;;212,72;60,0
2620;2024-05-19;3852;3;2;2024-05-19 10:38:00;;;145,63;60,0
2621;2024-05-19;3890;3;3;2024-05-19 12:02:00;;;145,96;60,0
2622;2024-05-19;3899;3;1;2024-05-19 11:26:00;;;184,72;60,0
2623;2024-05-19;3905;4;1;2024-05-19 13:24:00;;;66,72;60,0
2624;2024-05-19;3914;4;1;2024-05-19 11:59:00;;;151,72;60,0
2625;2024-05-19;4059;4;1;2024-05-19 12:58:00;;;172,52;60,0
2626;2024-05-19;4085;4;1;2024-05-19 13:03:00;;;167,52;60,0
2627;2024-05-19;4615;4;3;2024-05-19 11:58:00;;;219,94;60,0
2628;2024-05-19;4677;4;3;2024-05-19 14:05:00;;;92,94;60,0
2629;2024-05-19;4705;4;3;2024-05-19 14:13:00;;;84,94;60,0
2630;2024-05-19;4748;4;3;2024-05-19 14:47:00;2024-05-19 15:47:13;60,22;50,94;60,0
2631;2024-05-19;4837;4;3;2024-05-19 10:06:00;;;337,24;60,0
2632;2024-05-19;4907;5;1;2024-05-19 14:08:00;;;116,35;45,0
2633;2024-05-19;4938;5;1;2024-05-19 11:43:00;;;261,35;45,0
2634;2024-05-19;4942;5;1;2024-05-19 12:32:00;;;212,35;45,0
2635;2024-05-19;5006;5;2;2024-05-19 10:26:00;;;193,09;45,0
2636;2024-05-19;5044;5;2;2024-05-19 11:41:00;;;118,09;45,0
2637;2024-05-19;5046;5;2;2024-05-19 12:19:00;;;80,09;45,0
2638;2024-05-19;5092;5;2;2024-05-19 10:13:00;;;206,09;45,0
2639;2024-05-19;5109;5;2;2024-05-19 12:54:00;;;45,09;45,0
2640;2024-05-19;5156;5;2;2024-05-19 10:42:00;;;177,09;45,0
2641;2024-05-19;5163;5;2;2024-05-19 12:41:00;;;58,09;45,0
2642;2024-05-19;5285;5;3;2024-05-19 14:57:00;;;52,84;45,0
2643;2024-05-19;5384;5;3;2024-05-19 11:14:00;;;275,84;45,0
2644;2024-05-19;6587;6;2;2024-05-19 10:23:00;;;285,1;90,0
2645;2024-05-19;7026;6;2;2024-05-19 13:13:00;;;138,29;90,0
2646;2024-05-19;8062;6;3;2024-05-19 14:54:00;2024-05-19 16:25:05;91,1;83,09;90,0
2647;2024-05-20;3270;2;3;2024-05-20 10:15:00;;;60,92;45,0
2648;2024-05-20;3554;2;3;2024-05-20 11:23:00;;;64,33;45,0
2649;2024-05-20;3843;3;3;2024-05-20 11:44:00;2024-05-20 13:01:34;77,57;57,86;60,0
2650;2024-05-20;4237;4;1;2024-05-20 12:34:00;2024-05-20 13:46:34;72,57;55,62;60,0
2651;2024-05-20;4782;4;3;2024-05-20 12:28:00;2024-05-20 13:37:17;69,29;56,47;60,0
2652;2024-05-20;4902;5;1;2024-05-20 11:00:00;;;149,62;45,0
2653;2024-05-20;4913;5;1;2024-05-20 12:36:00;;;53,62;45,0
2654;2024-05-20;4924;5;1;2024-05-20 11:43:00;;;134,03;45,0
2655;2024-05-20;4949;5;1;2024-05-20 10:59:00;;;178,03;45,0
2656;2024-05-20;4981;5;1;2024-05-20 11:33:00;;;144,03;45,0
2657;2024-05-20;5266;5;3;2024-05-20 12:50:00;;;45,17;45,0
2658;2024-05-20;5286;5;3;2024-05-20 12:29:00;;;66,17;45,0
2659;2024-05-20;5359;5;3;2024-05-20 10:48:00;;;172,52;45,0
2660;2024-05-20;6920;6;2;2024-05-20 11:40:00;;;133,43;90,0
2661;2024-05-20;7111;6;2;2024-05-20 11:30:00;;;179,18;90,0
2662;2024-05-20;7146;6;2;2024-05-20 12:16:00;;;133,18;90,0
2663;2024-05-20;7503;6;2;2024-05-20 12:45:00;;;155,13;90,0
2664;2024-05-20;7698;6;2;2024-05-20 11:49:00;;;264,53;90,0
2665;2024-05-21;4498;4;2;2024-05-21 10:35:00;;;107,38;60,0
2666;2024-05-21;4896;5;1;2024-05-21 10:32:00;;;68,09;45,0
2667;2024-05-21;4945;5;1;2024-05-21 11:04:00;;;111,13;45,0
2668;2024-05-21;5009;5;2;2024-05-21 11:18:00;;;69,1;45,0
2669;2024-05-21;5031;5;2;2024-05-21 11:07:00;;;80,1;45,0
2670;2024-05-21;5145;5;2;2024-05-21 11:24:00;;;87,01;45,0
2671;2024-05-21;5176;5;2;2024-05-21 10:18:00;;;153,01;45,0
2672;2024-05-21;5208;5;2;2024-05-21 10:14:00;;;157,01;45,0
2673;2024-05-21;5326;5;3;2024-05-21 11:14:00;;;72,06;45,0
2674;2024-05-21;5342;5;3;2024-05-21 11:01:00;;;85,06;45,0
2675;2024-05-21;5358;5;3;2024-05-21 11:19:00;;;67,06;45,0
2676;2024-05-21;5498;6;1;2024-05-21 11:29:00;;;131,8;90,0
2677;2024-05-21;5508;6;1;2024-05-21 11:53:00;;;107,8;90,0
2678;2024-05-21;5586;6;2;2024-05-21 11:08:00;;;103,01;90,0
2679;2024-05-21;5715;6;2;2024-05-21 11:13:00;;;182,59;90,0
2680;2024-05-21;6224;6;2;2024-05-21 11:29:00;;;233,78;90,0
2681;2024-05-21;6516;6;2;2024-05-21 14:29:00;2024-05-21 16:01:16;92,27;89,45;90,0
2682;2024-05-21;6595;6;2;2024-05-21 11:48:00;;;256,64;90,0
2683;2024-05-21;6754;6;2;2024-05-21 14:38:00;;;102,19;90,0
2684;2024-05-21;6844;6;2;2024-05-21 11:21:00;;;301,82;90,0
2685;2024-05-21;6865;6;2;2024-05-21 13:32:00;;;170,82;90,0
2686;2024-05-21;7009;6;2;2024-05-21 11:17:00;;;320,07;90,0
2687;2024-05-21;7122;6;2;2024-05-21 14:45:00;;;112,07;90,0
2688;2024-05-21;7176;6;2;2024-05-21 15:08:00;2024-05-21 16:59:28;111,47;89,07;90,0
2689;2024-05-21;7212;6;2;2024-05-21 11:02:00;;;335,37;90,0
2690;2024-05-21;7350;6;2;2024-05-21 13:45:00;;;192,84;90,0
2691;2024-05-21;7351;6;2;2024-05-21 14:36:00;;;141,84;90,0
2692;2024-05-21;7514;6;2;2024-05-21 14:39:00;;;175,15;90,0
2693;2024-05-21;7523;6;2;2024-05-21 14:47:00;;;167,15;90,0
2694;2024-05-21;7780;6;2;2024-05-21 16:00:00;;;97,64;90,0
2695;2024-05-21;7784;6;2;2024-05-21 15:48:00;;;109,64;90,0
2696;2024-05-21;7846;6;2;2024-05-21 13:41:00;;;240,77;90,0
2697;2024-05-21;7900;6;2;2024-05-21 12:20:00;;;325,01;90,0
2698;2024-05-22;4837;4;3;2024-05-22 12:05:00;2024-05-22 13:10:28;65,48;43,98;60,0
2699;2024-05-22;4892;5;1;2024-05-22 12:05:00;;;85,01;45,0
2700;2024-05-22;4895;5;1;2024-05-22 12:17:00;;;73,01;45,0
2701;2024-05-22;4925;5;1;2024-05-22 10:33:00;;;180,55;45,0
2702;2024-05-22;4930;5;1;2024-05-22 11:35:00;;;118,55;45,0
2703;2024-05-22;4945;5;1;2024-05-22 10:11:00;;;202,55;45,0
2704;2024-05-22;4967;5;1;2024-05-22 12:26:00;;;67,55;45,0
2705;2024-05-22;4980;5;1;2024-05-22 12:20:00;;;73,55;45,0
2706;2024-05-22;5000;5;2;2024-05-22 11:41:00;2024-05-22 12:34:22;53,38;41,36;45,0
2707;2024-05-22;5042;5;2;2024-05-22 11:04:00;;;78,36;45,0
2708;2024-05-22;5081;5;2;2024-05-22 11:54:00;2024-05-22 12:41:12;47,22;28,36;45,0
2709;2024-05-22;5180;5;2;2024-05-22 10:46:00;;;122,51;45,0
2710;2024-05-22;5192;5;2;2024-05-22 11:18:00;;;90,51;45,0
2711;2024-05-22;5239;5;2;2024-05-22 10:56:00;;;135,88;45,0
2712;2024-05-22;5268;5;3;2024-05-22 10:24:00;;;191,09;45,0
2713;2024-05-22;5288;5;3;2024-05-22 12:41:00;;;54,98;45,0
2714;2024-05-22;5302;5;3;2024-05-22 12:02:00;;;93,98;45,0
2715;2024-05-22;5334;5;3;2024-05-22 10:57:00;;;160,02;45,0
2716;2024-05-22;5346;5;3;2024-05-22 12:27:00;;;70,02;45,0
2717;2024-05-22;5355;5;3;2024-05-22 11:19:00;;;138,02;45,0
2718;2024-05-22;5363;5;3;2024-05-22 12:21:00;;;76,02;45,0
2719;2024-05-22;5367;5;3;2024-05-22 11:18:00;;;139,02;45,0
2720;2024-05-22;5377;5;3;2024-05-22 10:45:00;;;185,28;45,0
2721;2024-05-22;5379;5;3;2024-05-22 12:12:00;;;98,28;45,0
2722;2024-05-22;5420;6;1;2024-05-22 11:09:00;;;144,55;90,0
2723;2024-05-22;5942;6;2;2024-05-22 11:13:00;;;157,35;90,0
2724;2024-05-22;6056;6;2;2024-05-22 11:32:00;;;166,2;90,0
2725;2024-05-22;6124;6;2;2024-05-22 12:30:00;;;108,2;90,0
2726;2024-05-22;6542;6;2;2024-05-22 13:24:00;;;218,17;90,0
2727;2024-05-22;6543;6;2;2024-05-22 15:29:00;;;93,17;90,0
2728;2024-05-22;6564;6;2;2024-05-22 14:42:00;;;140,17;90,0
2729;2024-05-22;6777;6;2;2024-05-22 13:36:00;;;206,17;90,0
2730;2024-05-22;6896;6;2;2024-05-22 13:29:00;;;215,22;90,0
2731;2024-05-22;6981;6;2;2024-05-22 13:07:00;;;237,22;90,0
2732;2024-05-22;7067;6;2;2024-05-22 15:31:00;;;93,22;90,0
2733;2024-05-22;7325;6;2;2024-05-22 11:47:00;;;333,68;90,0
2734;2024-05-22;7327;6;2;2024-05-22 11:00:00;;;380,68;90,0
2735;2024-05-22;7366;6;2;2024-05-22 15:41:00;;;107,86;90,0
2736;2024-05-22;7428;6;2;2024-05-22 13:33:00;;;246,27;90,0
2737;2024-05-22;7430;6;2;2024-05-22 13:57:00;;;222,27;90,0
2738;2024-05-22;7468;6;2;2024-05-22 13:41:00;;;238,27;90,0
2739;2024-05-22;7469;6;2;2024-05-22 15:25:00;;;134,27;90,0
2740;2024-05-22;7575;6;2;2024-05-22 14:29:00;;;190,27;90,0
2741;2024-05-22;7614;6;2;2024-05-22 15:21:00;;;151,45;90,0
2742;2024-05-22;7773;6;2;2024-05-22 16:53:00;2024-05-22 18:27:50;94,84;76,32;90,0
2743;2024-05-22;8283;6;3;2024-05-22 11:27:00;;;210,98;90,0
2744;2024-05-22;8296;6;3;2024-05-22 10:07:00;;;386,74;90,0
2745;2024-05-23;5153;5;2;2024-05-23 10:54:00;;;132,54;45,0
2746;2024-05-23;5161;5;2;2024-05-23 11:43:00;;;83,54;45,0
2747;2024-05-23;5730;6;2;2024-05-23 11:58:00;;;110,77;90,0
2748;2024-05-23;5755;6;2;2024-05-23 11:55:00;;;113,77;90,0
2749;2024-05-23;6272;6;2;2024-05-23 12:05:00;;;138,53;90,0
2750;2024-05-23;6362;6;2;2024-05-23 12:20:00;;;123,53;90,0
2751;2024-05-23;6386;6;2;2024-05-23 13:10:00;2024-05-23 14:42:35;92,6;73,53;90,0
2752;2024-05-23;6661;6;2;2024-05-23 12:31:00;;;160,38;90,0
2753;2024-05-23;6690;6;2;2024-05-23 13:49:00;2024-05-23 15:31:43;102,72;82,38;90,0
2754;2024-05-23;6707;6;2;2024-05-23 12:52:00;;;184,99;90,0
2755;2024-05-23;6775;6;2;2024-05-23 13:22:00;;;154,99;90,0
2756;2024-05-23;6871;6;2;2024-05-23 10:44:00;;;312,99;90,0
2757;2024-05-23;6987;6;2;2024-05-23 10:44:00;;;332,17;90,0
2758;2024-05-23;7111;6;2;2024-05-23 13:55:00;;;169,48;90,0
2759;2024-05-23;7116;6;2;2024-05-23 15:22:00;2024-05-23 17:02:40;100,68;82,48;90,0
2760;2024-05-23;7151;6;2;2024-05-23 14:52:00;;;112,48;90,0
2761;2024-05-23;7481;6;2;2024-05-23 12:02:00;;;295,39;90,0
2762;2024-05-23;7513;6;2;2024-05-23 10:20:00;;;402,67;90,0
2763;2024-05-23;7524;6;2;2024-05-23 11:41:00;;;321,67;90,0
2764;2024-05-23;7594;6;2;2024-05-23 10:15:00;;;407,67;90,0
2765;2024-05-23;7882;6;2;2024-05-23 14:20:00;;;164,25;90,0
2766;2024-05-24;1621;2;1;2024-05-24 10:05:00;;;122,68;45,0
2767;2024-05-24;3540;2;3;2024-05-24 11:19:00;2024-05-24 12:07:33;48,55;33,51;45,0
2768;2024-05-24;3678;3;1;2024-05-24 10:00:00;;;175,98;60,0
2769;2024-05-24;3684;3;1;2024-05-24 11:55:00;;;60,98;60,0
2770;2024-05-24;3700;3;1;2024-05-24 12:19:00;;;85,9;60,0
2771;2024-05-24;3712;3;1;2024-05-24 11:39:00;;;130,39;60,0
2772;2024-05-24;3731;3;1;2024-05-24 11:04:00;;;177,55;60,0
2773;2024-05-24;3737;3;1;2024-05-24 11:43:00;;;138,55;60,0
2774;2024-05-24;3747;3;1;2024-05-24 13:10:00;2024-05-24 14:20:26;70,44;51,55;60,0
2775;2024-05-24;3757;3;3;2024-05-24 11:06:00;;;78,36;60,0
2776;2024-05-24;3801;3;1;2024-05-24 12:55:00;;;66,55;60,0
2777;2024-05-24;3816;3;3;2024-05-24 10:53:00;;;113,32;60,0
2778;2024-05-24;3823;3;3;2024-05-24 10:52:00;;;114,32;60,0
2779;2024-05-24;3879;3;3;2024-05-24 12:13:00;2024-05-24 13:22:38;69,63;54,79;60,0
2780;2024-05-24;3933;4;1;2024-05-24 11:34:00;;;180,82;60,0
2781;2024-05-24;3990;4;1;2024-05-24 11:55:00;;;159,82;60,0
2782;2024-05-24;4109;4;1;2024-05-24 14:15:00;;;101,77;60,0
2783;2024-05-24;4196;4;1;2024-05-24 13:18:00;;;165,21;60,0
2784;2024-05-24;4232;4;1;2024-05-24 14:17:00;;;106,21;60,0
2785;2024-05-24;4247;4;1;2024-05-24 10:59:00;;;304,21;60,0
2786;2024-05-24;4662;4;3;2024-05-24 11:32:00;;;116,06;60,0
2787;2024-05-24;4864;4;3;2024-05-24 12:48:00;;;71,61;60,0
2788;2024-05-24;4873;4;3;2024-05-24 13:16:00;2024-05-24 14:20:11;64,19;43,61;60,0
2789;2024-05-24;4927;5;1;2024-05-24 13:28:00;;;155,21;45,0
2790;2024-05-24;4956;5;1;2024-05-24 12:39:00;;;204,21;45,0
2791;2024-05-24;5086;5;2;2024-05-24 10:35:00;;;110,7;45,0
2792;2024-05-24;5265;5;3;2024-05-24 11:04:00;;;175,61;45,0
2793;2024-05-24;5300;5;3;2024-05-24 12:55:00;;;64,61;45,0
2794;2024-05-24;5382;5;3;2024-05-24 12:21:00;;;98,61;45,0
2795;2024-05-24;5397;6;1;2024-05-24 14:35:00;2024-05-24 16:17:52;102,87;88,21;90,0
2796;2024-05-24;5431;6;1;2024-05-24 12:06:00;;;237,21;90,0
2797;2024-05-24;5962;6;2;2024-05-24 12:38:00;2024-05-24 14:13:04;95,08;80,68;90,0
2798;2024-05-24;6016;6;2;2024-05-24 10:40:00;;;198,68;90,0
2799;2024-05-24;6675;6;2;2024-05-24 11:28:00;;;196,99;90,0
2800;2024-05-24;6836;6;2;2024-05-24 13:04:00;;;119,37;90,0
2801;2024-05-24;7058;6;2;2024-05-24 11:53:00;;;227,82;90,0
2802;2024-05-24;7194;6;2;2024-05-24 12:52:00;;;177,79;90,0
2803;2024-05-24;7237;6;2;2024-05-24 11:48:00;;;266,57;90,0
2804;2024-05-24;7309;6;2;2024-05-24 11:42:00;;;274,77;90,0
2805;2024-05-24;7457;6;2;2024-05-24 11:00:00;;;327,74;90,0
2806;2024-05-24;7492;6;2;2024-05-24 13:40:00;;;167,74;90,0
2807;2024-05-24;7510;6;2;2024-05-24 14:59:00;2024-05-24 16:40:14;101,24;88,74;90,0
2808;2024-05-24;7668;6;2;2024-05-24 13:28:00;;;209,86;90,0
2809;2024-05-24;7706;6;2;2024-05-24 13:45:00;;;192,86;90,0
2810;2024-05-24;7760;6;2;2024-05-24 13:03:00;;;234,86;90,0
2811;2024-05-24;8375;6;3;2024-05-24 10:05:00;;;268,27;90,0
2812;2024-05-25;812;1;1;2024-05-25 10:14:00;2024-05-25 10:58:22;44,37;25,16;40,0
2813;2024-05-25;1061;1;1;2024-05-25 13:03:00;;;73,04;40,0
2814;2024-05-25;1102;1;1;2024-05-25 11:54:00;;;142,04;40,0
2815;2024-05-25;1115;1;1;2024-05-25 12:47:00;;;89,04;40,0
2816;2024-05-25;1175;1;1;2024-05-25 13:19:00;;;62,62;40,0
2817;2024-05-25;1190;1;1;2024-05-25 11:37:00;;;164,62;40,0
2818;2024-05-25;1193;1;1;2024-05-25 11:07:00;;;194,62;40,0
2819;2024-05-25;1759;2;1;2024-05-25 12:02:00;;;146,58;45,0
2820;2024-05-25;3247;2;3;2024-05-25 11:33:00;2024-05-25 12:24:00;51,0;32,56;45,0
2821;2024-05-25;3308;2;3;2024-05-25 11:17:00;;;112,16;45,0
2822;2024-05-25;3561;2;3;2024-05-25 10:35:00;;;266,57;45,0
2823;2024-05-25;3576;2;3;2024-05-25 10:34:00;;;267,57;45,0
2824;2024-05-25;3631;2;3;2024-05-25 14:39:00;;;59,45;45,0
2825;2024-05-25;3722;3;1;2024-05-25 11:31:00;;;215,93;60,0
2826;2024-05-25;3732;3;3;2024-05-25 12:23:00;;;195,45;60,0
2827;2024-05-25;3885;3;1;2024-05-25 12:14:00;;;223,48;60,0
2828;2024-05-25;3942;4;1;2024-05-25 12:11:00;;;236,35;60,0
2829;2024-05-25;4025;4;1;2024-05-25 14:32:00;;;95,35;60,0
2830;2024-05-25;4054;4;1;2024-05-25 10:16:00;;;351,72;60,0
2831;2024-05-25;4062;4;1;2024-05-25 12:36:00;;;211,72;60,0
2832;2024-05-25;4094;4;1;2024-05-25 11:12:00;;;295,72;60,0
2833;2024-05-25;4130;4;1;2024-05-25 13:45:00;;;147,15;60,0
2834;2024-05-25;4537;4;3;2024-05-25 13:24:00;;;165,57;60,0
2835;2024-05-25;4568;4;3;2024-05-25 13:35:00;;;154,57;60,0
2836;2024-05-25;4582;4;3;2024-05-25 14:05:00;;;124,57;60,0
2837;2024-05-25;4589;4;3;2024-05-25 13:42:00;;;147,57;60,0
2838;2024-05-25;4622;4;3;2024-05-25 14:10:00;;;119,57;60,0
2839;2024-05-25;4650;4;3;2024-05-25 12:35:00;;;265,77;60,0
2840;2024-05-25;4708;4;3;2024-05-25 13:16:00;;;224,77;60,0
2841;2024-05-25;4891;5;1;2024-05-25 12:13:00;;;248,9;45,0
2842;2024-05-25;4915;5;1;2024-05-25 10:26:00;;;355,9;45,0
2843;2024-05-25;5129;5;2;2024-05-25 11:03:00;;;121,39;45,0
2844;2024-05-25;5130;5;2;2024-05-25 10:07:00;;;177,39;45,0
2845;2024-05-25;5197;5;2;2024-05-25 12:11:00;;;72,88;45,0
2846;2024-05-25;5205;5;2;2024-05-25 11:17:00;;;126,88;45,0
2847;2024-05-25;5291;5;3;2024-05-25 13:28:00;;;221,3;45,0
2848;2024-05-25;5355;5;3;2024-05-25 10:20:00;;;409,3;45,0
2849;2024-05-25;7384;6;2;2024-05-25 10:52:00;;;199,46;90,0
2850;2024-05-25;7703;6;2;2024-05-25 10:30:00;;;309,25;90,0
2851;2024-05-25;7870;6;2;2024-05-25 13:24:00;;;135,25;90,0
2852;2024-05-25;7980;6;3;2024-05-25 14:50:00;;;139,3;90,0
2853;2024-05-25;8127;6;3;2024-05-25 15:12:00;;;117,3;90,0
2854;2024-05-25;8208;6;3;2024-05-25 13:30:00;;;219,3;90,0
2855;2024-05-26;1117;1;1;2024-05-26 10:13:00;2024-05-26 11:07:25;54,42;35,65;40,0
2856;2024-05-26;1690;2;1;2024-05-26 11:01:00;;;112,9;45,0
2857;2024-05-26;1713;2;1;2024-05-26 10:59:00;;;124,73;45,0
2858;2024-05-26;1766;2;1;2024-05-26 12:33:00;;;64,18;45,0
2859;2024-05-26;3699;3;1;2024-05-26 12:12:00;;;133,29;60,0
2860;2024-05-26;3714;3;1;2024-05-26 11:00:00;;;205,29;60,0
