customer_id;location_id;distance_km
2377;3;1,1
2378;1;19,85
2378;2;8,2
2378;3;1,24
2379;1;18,33
2379;2;5,76
2379;3;1,24
2380;1;20,07
2380;2;8,35
2380;3;1,42
2381;1;18,74
2381;2;7,05
2381;3;0,39
2382;1;18,58
2382;2;6,51
2382;3;0,55
2383;1;18,54
2383;2;5,74
2383;3;1,23
2384;1;19,51
2384;2;7,93
2384;3;0,96
2385;1;18,05
2385;2;6,42
2385;3;1,01
2386;1;18,5
2386;2;5,07
2386;3;1,93
2387;1;20,16
2387;2;8,13
2387;3;1,3
2388;1;19,35
2388;2;5,83
2388;3;1,53
2389;1;20,11
2389;2;7,19
2389;3;1,13
2390;1;19,67
2390;2;8,49
2390;3;1,52
2391;1;19,1
2391;2;6,78
2391;3;0,25
2392;1;18,88
2392;2;6,62
2392;3;0,35
2393;1;18,82
2393;2;8,4
2393;3;1,73
2394;1;19,5
2394;2;7,95
2394;3;0,98
2395;1;19,05
2395;2;6,97
2395;3;0,0
2396;1;19,19
2396;2;5,8
2396;3;1,43
2397;1;18,99
2397;2;7,63
2397;3;0,78
2398;1;19,44
2398;2;8,7
2398;3;1,8
2399;1;19,5
2399;2;7,59
2399;3;0,65
2400;1;19,71
2400;2;8,83
2400;3;1,88
2401;1;18,8
2401;2;8,14
2401;3;1,45
2402;1;19,61
2402;2;8,54
2402;3;1,58
2403;1;19,78
2403;2;8,1
2403;3;1,14
2404;1;20,37
2404;2;7,97
2404;3;1,37
2405;1;19,16
2405;2;7,49
2405;3;0,53
2406;1;19,78
2406;2;8,15
2406;3;1,19
2407;1;18,91
2407;2;7,23
2407;3;0,39
2408;1;19,16
2408;2;6,79
2408;3;0,29
2409;1;19,9
2409;2;7,44
2409;3;0,86
2410;1;19,33
2410;2;6,84
2410;3;0,42
2411;1;18,68
2411;2;6,58
2411;3;0,45
2412;1;18,56
2412;2;5,15
2412;3;1,86
2413;1;18,43
2413;2;6,0
2413;3;1,0
2414;1;19,96
2414;2;9,0
2414;3;2,03
2415;1;19,02
2415;2;6,57
2415;3;0,44
2416;1;18,57
2416;2;5,94
2416;3;1,04
2417;1;18,97
2417;2;6,43
2417;3;0,57
2418;1;18,64
2418;2;6,59
2418;3;0,46
2419;1;18,92
2419;2;6,88
2419;3;0,13
2420;1;19,58
2420;2;7,3
2420;3;0,54
2421;1;18,97
2421;2;7,25
2421;3;0,36
2422;1;19,05
2422;2;6,97
2422;3;0,0
2423;1;19,78
2423;2;7,04
2423;3;0,81
2424;1;18,33
2424;2;6,0
2424;3;1,03
2425;1;18,88
2425;2;7,26
2425;3;0,44
2426;1;17,92
2426;2;6,22
2426;3;1,18
2427;1;19,29
2427;2;8,57
2427;3;1,7
2428;1;19,98
2428;2;7,8
2428;3;1,02
2429;1;20,21
2429;2;8,6
2429;3;1,67
2430;1;20,1
2430;2;7,69
2430;3;1,07
2431;1;19,2
2431;2;7,54
2431;3;0,59
2432;1;19,05
2432;2;6,97
2432;3;0,01
2433;1;18,91
2433;2;7,98
2433;3;1,21
2434;1;18,65
2434;2;6,62
2434;3;0,44
2435;1;19,15
2435;2;6,24
2435;3;0,89
2436;1;19,02
2436;2;6,94
2436;3;0,04
2437;1;20,05
2437;2;7,75
2437;3;1,05
2438;1;19,02
2438;2;6,89
2438;3;0,09
2439;1;19,94
2439;2;9,07
2439;3;2,11
2440;1;18,67
2440;2;6,61
2440;3;0,44
2441;1;18,55
2441;2;6,82
2441;3;0,5
2442;1;19,2
2442;2;6,56
2442;3;0,58
2443;1;18,94
2443;2;7,55
2443;3;0,71
2444;1;18,17
2444;2;6,98
2444;3;0,97
2445;1;20,46
2445;2;8,77
2445;3;1,88
2446;1;18,79
2446;2;7,6
2446;3;0,87
2447;1;19,82
2447;2;7,9
2447;3;0,99
2448;1;18,71
2448;2;7,13
2448;3;0,48
2449;1;19,16
2449;2;7,24
2449;3;0,27
2450;1;18,64
2450;2;7,31
2450;3;0,7
2451;1;20,3
2451;2;8,34
2451;3;1,5
2452;1;19,15
2452;2;6,67
2452;3;0,41
2453;1;19,65
2453;2;7,57
2453;3;0,69
2454;1;19,08
2454;2;7,44
2454;3;0,51
2455;1;19,62
2455;2;7,77
2455;3;0,83
2456;1;18,83
2456;2;7,11
2456;3;0,34
2457;1;19,9
2457;2;7,56
2457;3;0,87
2458;1;20,2
2458;2;8,03
2458;3;1,27
2459;1;18,18
2459;2;5,48
2459;3;1,52
2460;1;18,71
2460;2;7,14
2460;3;0,49
2461;1;18,21
2461;2;5,94
2461;3;1,12
2462;1;19,28
2462;2;7,95
2462;3;1,01
2463;1;19,05
2463;2;6,97
2463;3;0,0
2464;1;18,9
2464;2;8,25
2464;3;1,51
2465;1;18,9
2465;2;7,69
2465;3;0,89
2466;1;20,05
2466;2;8,19
2466;3;1,3
2467;1;20,39
2467;2;9,17
2467;3;2,21
2468;1;18,01
2468;2;6,25
2468;3;1,09
2469;1;19,14
2469;2;8,16
2469;3;1,3
2470;1;18,94
2470;2;7,22
2470;3;0,35
2471;1;18,33
2471;2;6,85
2471;3;0,74
2472;1;19,5
2472;2;7,61
2472;3;0,66
2473;1;19,32
2473;2;7,82
2473;3;0,86
2474;1;19,52
2474;2;7,04
2474;3;0,51
2475;1;20,48
2475;2;8,96
2475;3;2,04
2476;1;18,48
2476;2;4,94
2476;3;2,07
2477;1;19,47
2477;2;8,21
2477;3;1,25
2478;1;19,02
2478;2;6,97
2478;3;0,02
2479;1;18,38
2479;2;6,3
2479;3;0,79
2480;1;19,34
2480;2;8,1
2480;3;1,16
2481;1;19,12
2481;2;6,04
2481;3;1,11
2482;1;19,32
2482;2;6,69
2482;3;0,55
2483;1;19,08
2483;2;8,09
2483;3;1,24
2484;1;17,83
2484;2;5,22
2484;3;1,84
2485;1;19,99
2485;2;6,73
2485;3;1,28
2486;1;19,97
2486;2;7,99
2486;3;1,12
2487;1;19,03
2487;2;6,68
2487;3;0,32
2488;1;18,37
2488;2;5,89
2488;3;1,11
2489;1;18,85
2489;2;7,8
2489;3;1,04
2490;1;20,31
2490;2;7,95
2490;3;1,31
2491;1;19,03
2491;2;7,53
2491;3;0,64
2492;1;19,1
2492;2;7,72
2492;3;0,81
2493;1;18,95
2493;2;5,87
2493;3;1,21
2494;1;19,63
2494;2;6,44
2494;3;1,12
2495;1;18,16
2495;2;5,41
2495;3;1,59
2496;1;19,16
2496;2;7,04
2496;3;0,12
2497;1;19,76
2497;2;7,34
2497;3;0,71
2498;1;19,02
2498;2;6,65
2498;3;0,35
2499;1;18,3
2499;2;6,33
2499;3;0,83
2500;1;19,61
2500;2;8,45
2500;3;1,49
2501;1;17,72
2501;2;5,45
2501;3;1,72
2502;1;19,06
2502;2;7,37
2502;3;0,44
2503;1;19,13
2503;2;7,84
2503;3;0,94
2504;1;18,92
2504;2;6,83
2504;3;0,16
2505;1;18,94
2505;2;7,68
2505;3;0,86
2506;1;19,03
2506;2;7,47
2506;3;0,57
2507;1;18,39
2507;2;6,47
2507;3;0,7
2508;1;18,32
2508;2;6,32
2508;3;0,83
2509;1;18,2
2509;2;7,3
2509;3;1,12
2510;1;18,44
2510;2;6,49
2510;3;0,65
2511;1;18,51
2511;2;6,01
2511;3;0,97
2512;1;18,28
2512;2;6,46
2512;3;0,8
2513;1;17,77
2513;2;5,94
2513;3;1,4
2514;1;19,06
2514;2;6,35
2514;3;0,71
2515;1;18,45
2515;2;6,71
2515;3;0,6
2516;1;19,58
2516;2;7,78
2516;3;0,83
2517;1;18,72
2517;2;5,87
2517;3;1,12
2518;1;19,95
2518;2;8,54
2518;3;1,57
2519;1;18,88
2519;2;7,97
2519;3;1,21
2520;1;19,05
2520;2;6,97
2520;3;0,0
2521;1;19,25
2521;2;5,85
2521;3;1,41
2522;1;20,03
2522;2;7,25
2522;3;1,02
2523;1;18,56
2523;2;6,87
2523;3;0,5
2524;1;18,19
2524;2;6,23
2524;3;0,96
2525;1;18,07
2525;2;5,87
2525;3;1,24
2526;1;20,0
2526;2;8,16
2526;3;1,25
2527;1;19,13
2527;2;7,18
2527;3;0,21
2528;1;19,33
2528;2;6,41
2528;3;0,86
2529;1;19,3
2529;2;7,65
2529;3;0,69
2530;1;18,14
2530;2;6,49
2530;3;0,92
2531;1;19,93
2531;2;7,78
2531;3;0,98
2532;1;18,74
2532;2;6,61
2532;3;0,39
2533;1;19,8
2533;2;7,24
2533;3;0,76
2534;1;20,1
2534;2;8,57
2534;3;1,62
2535;1;18,25
2535;2;7,14
2535;3;0,97
2536;1;19,16
2536;2;7,78
2536;3;0,86
2537;1;18,59
2537;2;6,82
2537;3;0,46
2538;1;18,25
2538;2;6,38
2538;3;0,85
2539;1;18,61
2539;2;5,9
2539;3;1,07
2540;1;19,19
2540;2;7,18
2540;3;0,21
2541;1;18,86
2541;2;5,95
2541;3;1,08
2542;1;18,95
2542;2;6,54
2542;3;0,45
2543;1;18,38
2543;2;7,35
2543;3;0,99
2544;1;19,28
2544;2;6,95
2544;3;0,28
2545;1;18,85
2545;2;7,22
2545;3;0,43
2546;1;19,65
2546;2;7,42
2546;3;0,63
2547;1;19,6
2547;2;8,39
2547;3;1,43
2548;1;20,03
2548;2;7,89
2548;3;1,09
2549;1;19,47
2549;2;7,64
2549;3;0,68
2550;1;20,25
2550;2;7,77
2550;3;1,22
2551;1;19,05
2551;2;6,97
2551;3;0,0
2552;1;19,23
2552;2;7,34
2552;3;0,36
2553;1;19,04
2553;2;6,61
2553;3;0,41
2554;1;18,36
2554;2;6,99
2554;3;0,77
2555;1;19,13
2555;2;7,31
2555;3;0,35
2556;1;18,67
2556;2;7,14
2556;3;0,53
2557;1;18,95
2557;2;6,99
2557;3;0,11
2558;1;18,26
2558;2;7,57
2558;3;1,29
2559;1;19,44
2559;2;7,14
2559;3;0,4
2560;1;19,19
2560;2;7,11
2560;3;0,16
2561;1;19,52
2561;2;7,0
2561;3;0,53
2562;1;18,56
2562;2;7,97
2562;3;1,42
2563;1;18,95
2563;2;6,71
2563;3;0,27
2564;1;19,53
2564;2;8,27
2564;3;1,3
2565;1;19,71
2565;2;6,95
2565;3;0,79
2566;1;20,61
2566;2;9,38
2566;3;2,43
2567;1;19,85
2567;2;8,13
2567;3;1,19
2568;1;18,65
2568;2;6,45
2568;3;0,56
2569;1;19,4
2569;2;7,17
2569;3;0,36
2570;1;19,25
2570;2;6,21
2570;3;1,0
2571;1;18,94
2571;2;6,26
2571;3;0,76
2572;1;18,31
2572;2;5,46
2572;3;1,52
2573;1;19,03
2573;2;5,19
2573;3;2,03
2574;1;19,84
2574;2;7,41
2574;3;0,8
2575;1;19,56
2575;2;6,65
2575;3;0,84
2576;1;18,8
2576;2;7,03
2576;3;0,3
2577;1;18,05
2577;2;5,27
2577;3;1,74
2578;1;18,38
2578;2;6,23
2578;3;0,84
2579;1;19,94
2579;2;8,15
2579;3;1,23
2580;1;19,49
2580;2;7,47
2580;3;0,55
2581;1;19,17
2581;2;7,68
2581;3;0,75
2582;1;19,37
2582;2;7,05
2582;3;0,34
2583;1;18,46
2583;2;6,26
2583;3;0,78
2584;1;20,26
2584;2;7,92
2584;3;1,27
2585;1;18,93
2585;2;6,96
2585;3;0,12
2586;1;19,45
2586;2;7,12
2586;3;0,41
2587;1;19,31
2587;2;6,64
2587;3;0,59
2588;1;20,0
2588;2;7,71
2588;3;0,99
2589;1;19,63
2589;2;6,63
2589;3;0,94
2590;1;18,15
2590;2;6,37
2590;3;0,93
2591;1;19,63
2591;2;7,87
2591;3;0,91
2592;1;20,15
2592;2;8,19
2592;3;1,34
2593;1;18,63
2593;2;5,49
2593;3;1,5
2594;1;18,2
2594;2;5,22
2594;3;1,76
2595;1;18,97
2595;2;6,16
2595;3;0,88
2596;1;18,47
2596;2;7,18
2596;3;0,76
2597;1;19,41
2597;2;6,66
2597;3;0,67
2598;1;19,04
2598;2;7,75
2598;3;0,88
2599;1;18,56
2599;2;6,4
2599;3;0,63
2600;1;18,46
2600;2;5,43
2600;3;1,55
2601;1;19,33
2601;2;6,98
2601;3;0,32
2602;1;19,04
2602;2;6,53
2602;3;0,5
2603;1;19,54
2603;2;6,55
2603;3;0,91
2604;1;20,27
2604;2;7,84
2604;3;1,26
2605;1;19,14
2605;2;7,03
2605;3;0,09
2606;1;19,57
2606;2;6,97
2606;3;0,61
2607;1;18,91
2607;2;6,87
2607;3;0,14
2608;1;18,15
2608;2;6,29
2608;3;0,96
2609;1;18,54
2609;2;6,04
2609;3;0,94
2610;1;18,58
2610;2;6,83
2610;3;0,47
2611;1;18,89
2611;2;7,42
2611;3;0,6
2612;1;19,03
2612;2;7,84
2612;3;0,98
2613;1;18,36
2613;2;5,79
2613;3;1,2
2614;1;18,61
2614;2;6,87
2614;3;0,45
2615;1;17,74
2615;2;6,02
2615;3;1,39
2616;1;18,33
2616;2;6,94
2616;3;0,77
2617;1;18,68
2617;2;6,09
2617;3;0,89
2618;1;19,17
2618;2;7,35
2618;3;0,38
2619;1;19,82
2619;2;7,53
2619;3;0,8
2620;1;19,87
2620;2;6,96
2620;3;0,97
2621;1;19,69
2621;2;7,55
2621;3;0,71
2622;1;18,74
2622;2;7,25
2622;3;0,56
2623;1;19,92
2623;2;8,12
2623;3;1,19
2624;1;19,62
2624;2;7,0
2624;3;0,64
2625;1;18,8
2625;2;7,97
2625;3;1,26
2626;1;18,62
2626;2;5,98
2626;3;1,0
2627;1;18,32
2627;2;5,96
2627;3;1,07
2628;1;18,56
2628;2;5,46
2628;3;1,53
2629;1;20,21
2629;2;8,64
2629;3;1,7
2630;1;19,35
2630;2;8,17
2630;3;1,24
2631;1;19,52
2631;2;7,18
2631;3;0,47
2632;1;19,19
2632;2;6,82
2632;3;0,29
2633;1;18,43
2633;2;6,44
2633;3;0,69
2634;1;18,67
2634;2;5,33
2634;3;1,69
2635;1;19,14
2635;2;7,06
2635;3;0,11
2636;1;19,12
2636;2;8,19
2636;3;1,34
2637;1;19,72
2637;2;8,18
2637;3;1,21
2638;1;19,05
2638;2;6,97
2638;3;0,0
2639;1;18,81
2639;2;5,98
2639;3;1,02
2640;1;17,68
2640;2;5,46
2640;3;1,74
2641;1;18,62
2641;2;6,2
2641;3;0,78
2642;1;19,83
2642;2;8,42
2642;3;1,45
2643;1;19,74
2643;2;7,29
2643;3;0,7
2644;1;18,74
2644;2;8,03
2644;3;1,36
2645;1;19,89
2645;2;8,14
2645;3;1,2
2646;1;19,64
2646;2;6,34
2646;3;1,24
2647;1;18,03
2647;2;6,49
2647;3;1,02
2648;1;18,99
2648;2;7,73
2648;3;0,88
2649;1;19,17
2649;2;7,35
2649;3;0,38
2650;1;17,74
2650;2;5,27
2650;3;1,84
2651;1;18,19
2651;2;5,34
2651;3;1,64
2652;1;19,05
2652;2;5,53
2652;3;1,65
2653;1;18,62
2653;2;6,94
2653;3;0,46
2654;1;19,04
2654;2;7,16
2654;3;0,22
2655;1;19,04
2655;2;7,91
2655;3;1,06
2656;1;18,48
2656;2;5,25
2656;3;1,73
2657;1;18,75
2657;2;5,95
2657;3;1,04
2658;1;19,44
2658;2;7,17
2658;3;0,39
2659;1;19,38
2659;2;7,84
2659;3;0,87
2660;1;19,14
2660;2;6,05
2660;3;1,11
2661;1;18,61
2661;2;5,47
2661;3;1,53
2662;1;18,24
2662;2;6,53
2662;3;0,82
2663;1;18,09
2663;2;6,32
2663;3;1,0
2664;1;19,88
2664;2;8,52
2664;3;1,55
2665;1;18,02
2665;2;6,15
2665;3;1,12
2666;1;18,76
2666;2;7,58
2666;3;0,87
2667;1;19,5
2667;2;7,6
2667;3;0,65
2668;1;19,11
2668;2;7,39
2668;3;0,44
2669;1;18,03
2669;2;4,91
2669;3;2,07
2670;1;18,02
2670;2;4,82
2670;3;2,16
2671;1;18,01
2671;2;6,49
2671;3;1,04
2672;1;19,12
2672;2;7,32
2672;3;0,36
2673;1;19,39
2673;2;8,1
2673;3;1,14
2674;1;19,13
2674;2;7,38
2674;3;0,42
2675;1;18,97
2675;2;6,94
2675;3;0,08
2676;1;20,22
2676;2;8,96
2676;3;2,0
2677;1;18,51
2677;2;6,6
2677;3;0,56
2678;1;18,74
2678;2;6,35
2678;3;0,62
2679;1;18,45
2679;2;5,89
2679;3;1,09
2680;1;18,48
2680;2;6,55
2680;3;0,6
2681;1;19,05
2681;2;6,97
2681;3;0,0
2682;1;18,4
2682;2;4,86
2682;3;2,14
2683;1;19,05
2683;2;6,97
2683;3;0,0
2684;1;19,1
2684;2;5,11
2684;3;2,17
2685;1;19,62
2685;2;8,25
2685;3;1,28
2686;1;19,91
2686;2;8,11
2686;3;1,19
2687;1;19,33
2687;2;6,46
2687;3;0,8
2688;1;18,32
2688;2;7,01
2688;3;0,82
2689;1;18,2
2689;2;7,08
2689;3;0,98
2690;1;17,72
2690;2;5,99
2690;3;1,42
2691;1;19,54
2691;2;7,56
2691;3;0,63
2692;1;19,82
2692;2;7,03
2692;3;0,87
2693;1;18,78
2693;2;7,5
2693;3;0,78
2694;1;19,48
2694;2;7,15
2694;3;0,43
2695;1;19,98
2695;2;7,62
2695;3;0,96
2696;1;19,05
2696;2;6,97
2696;3;0,0
2697;1;18,86
2697;2;7,57
2697;3;0,79
2698;1;18,86
2698;2;6,0
2698;3;1,02
2699;1;19,49
2699;2;8,52
2699;3;1,59
2700;1;18,96
2700;2;6,97
2700;3;0,1
2701;1;20,42
2701;2;8,51
2701;3;1,67
2702;1;20,1
2702;2;8,1
2702;3;1,26
2703;1;19,49
2703;2;6,96
2703;3;0,52
2704;1;19,23
2704;2;7,18
2704;3;0,23
2705;1;18,9
2705;2;6,13
2705;3;0,89
2706;1;18,77
2706;2;5,73
2706;3;1,29
2707;1;18,96
2707;2;6,71
2707;3;0,26
2708;1;19,46
2708;2;7,77
2708;3;0,8
2709;1;20,07
2709;2;7,66
2709;3;1,04
2710;1;18,91
2710;2;6,59
2710;3;0,39
2711;1;18,63
2711;2;7,71
2711;3;1,1
2712;1;20,34
2712;2;8,52
2712;3;1,64
2713;1;18,81
2713;2;7,77
2713;3;1,04
2714;1;18,61
2714;2;6,83
2714;3;0,44
2715;1;18,61
2715;2;6,37
2715;3;0,63
2716;1;18,41
2716;2;6,52
2716;3;0,67
2717;1;19,32
2717;2;8,04
2717;3;1,09
2718;1;18,14
2718;2;7,11
2718;3;1,06
2719;1;18,95
2719;2;6,27
2719;3;0,74
2720;1;18,43
2720;2;6,49
2720;3;0,66
2721;1;18,76
2721;2;5,89
2721;3;1,11
2722;1;18,49
2722;2;6,02
2722;3;0,96
2723;1;18,9
2723;2;7,97
2723;3;1,2
2724;1;19,13
2724;2;8,43
2724;3;1,61
2725;1;18,82
2725;2;6,36
2725;3;0,62
2726;1;18,0
2726;2;6,33
2726;3;1,07
2727;1;19,67
2727;2;7,22
2727;3;0,63
2728;1;18,66
2728;2;7,3
2728;3;0,68
2729;1;19,14
2729;2;7,27
2729;3;0,31
2730;1;18,95
2730;2;7,73
2730;3;0,9
2731;1;19,28
2731;2;7,76
2731;3;0,81
2732;1;18,76
2732;2;6,2
2732;3;0,77
2733;1;18,09
2733;2;5,7
2733;3;1,36
2734;1;19,29
2734;2;6,79
2734;3;0,41
2735;1;18,94
2735;2;8,03
2735;3;1,25
2736;1;18,53
2736;2;5,64
2736;3;1,34
2737;1;18,87
2737;2;6,43
2737;3;0,55
2738;1;17,95
2738;2;5,67
2738;3;1,45
2739;1;18,07
2739;2;5,65
2739;3;1,4
2740;1;18,48
2740;2;5,55
2740;3;1,43
2741;1;20,37
2741;2;7,33
2741;3;1,39
2742;1;19,53
2742;2;7,07
2742;3;0,51
2743;1;18,68
2743;2;7,38
2743;3;0,73
2744;1;18,65
2744;2;5,84
2744;3;1,13
2745;1;18,07
2745;2;6,28
2745;3;1,03
2746;1;18,56
2746;2;7,52
2746;3;0,97
2747;1;19,28
2747;2;5,94
2747;3;1,34
2748;1;19,3
2748;2;7,75
2748;3;0,78
2749;1;19,01
2749;2;6,73
2749;3;0,26
2750;1;19,05
2750;2;6,97
2750;3;0,0
2751;1;20,03
2751;2;8,02
2751;3;1,17
2752;1;20,03
2752;2;7,95
2752;3;1,13
2753;1;18,51
2753;2;7,7
2753;3;1,18
2754;1;19,8
2754;2;7,65
2754;3;0,83
2755;1;18,93
2755;2;7,73
2755;3;0,91
2756;1;20,4
2756;2;8,82
2756;3;1,9
2757;1;19,17
2757;2;6,52
2757;3;0,59
2758;1;19,65
2758;2;7,62
2758;3;0,73
2759;1;19,06
2759;2;7,7
2759;3;0,82
2760;1;19,81
2760;2;8,54
2760;3;1,56
2761;1;19,05
2761;2;6,97
2761;3;0,0
2762;1;19,17
2762;2;6,71
2762;3;0,39
2763;1;18,22
2763;2;7,67
2763;3;1,41
2764;1;18,99
2764;2;7,5
2764;3;0,62
2765;1;18,95
2765;2;7,65
2765;3;0,82
2766;1;18,43
2766;2;6,59
2766;3;0,63
2767;1;18,83
2767;2;6,12
2767;3;0,88
2768;1;19,92
2768;2;7,69
2768;3;0,93
2769;1;19,28
2769;2;6,46
2769;3;0,75
2770;1;19,36
2770;2;7,74
2770;3;0,77
2771;1;20,35
2771;2;8,31
2771;3;1,51
2772;1;19,19
2772;2;6,3
2772;3;0,86
2773;1;18,52
2773;2;7,15
2773;3;0,69
2774;1;18,82
2774;2;7,11
2774;3;0,36
2775;1;19,03
2775;2;7,87
2775;3;1,02
2776;1;19,3
2776;2;7,81
2776;3;0,86
2777;1;19,02
2777;2;6,16
2777;3;0,91
2778;1;19,56
2778;2;7,68
2778;3;0,73
2779;1;18,33
2779;2;6,61
2779;3;0,72
2780;1;18,75
2780;2;6,99
2780;3;0,34
2781;1;19,05
2781;2;5,75
2781;3;1,39
2782;1;19,03
2782;2;6,51
2782;3;0,52
2783;1;19,56
2783;2;7,19
2783;3;0,51
2784;1;19,21
2784;2;7,58
2784;3;0,62
2785;1;19,94
2785;2;6,59
2785;3;1,34
2786;1;20,11
2786;2;7,76
2786;3;1,1
2787;1;19,17
2787;2;7,48
2787;3;0,52
2788;1;19,53
2788;2;8,22
2788;3;1,26
2789;1;19,53
2789;2;7,65
2789;3;0,7
2790;1;17,92
2790;2;5,92
2790;3;1,3
2791;1;18,4
2791;2;5,17
2791;3;1,81
2792;1;18,06
2792;2;5,64
2792;3;1,42
2793;1;19,38
2793;2;8,01
2793;3;1,05
2794;1;18,68
2794;2;7,13
2794;3;0,52
2795;1;19,04
2795;2;5,85
2795;3;1,27
2796;1;19,06
2796;2;6,24
2796;3;0,85
2797;1;19,85
2797;2;8,23
2797;3;1,28
2798;1;18,91
2798;2;5,58
2798;3;1,51
2799;1;19,05
2799;2;8,17
2799;3;1,35
2800;1;19,54
2800;2;7,67
2800;3;0,72
2801;1;18,91
2801;2;6,78
2801;3;0,2
2802;1;19,74
2802;2;6,48
2802;3;1,2
2803;1;18,58
2803;2;6,83
2803;3;0,47
2804;1;18,82
2804;2;6,44
2804;3;0,53
2805;1;19,01
2805;2;7,7
2805;3;0,84
2806;1;19,05
2806;2;6,97
2806;3;0,0
2807;1;19,05
2807;2;7,25
2807;3;0,32
2808;1;19,05
2808;2;7,09
2808;3;0,13
2809;1;18,19
2809;2;5,54
2809;3;1,46
2810;1;19,02
2810;2;7,47
2810;3;0,57
2811;1;19,13
2811;2;6,29
2811;3;0,83
2812;1;19,82
2812;2;8,48
2812;3;1,51
2813;1;19,58
2813;2;7,67
2813;3;0,73
2814;1;18,24
2814;2;5,11
2814;3;1,86
2815;1;19,97
2815;2;7,69
2815;3;0,97
2816;1;19,49
2816;2;6,62
2816;3;0,8
2817;1;18,81
2817;2;6,22
2817;3;0,76
2818;1;17,85
2818;2;5,75
2818;3;1,45
2819;1;19,91
2819;2;7,76
2819;3;0,95
2820;1;18,65
2820;2;5,89
2820;3;1,08
2821;1;19,35
2821;2;5,89
2821;3;1,45
2822;1;18,9
2822;2;6,21
2822;3;0,8
2823;1;18,48
2823;2;6,65
2823;3;0,58
2824;1;17,92
2824;2;6,91
2824;3;1,2
2825;1;18,9
2825;2;7,16
2825;3;0,33
2826;1;19,04
2826;2;8,13
2826;3;1,3
2827;1;18,73
2827;2;5,63
2827;3;1,38
2828;1;19,04
2828;2;6,39
2828;3;0,66
2829;1;19,73
2829;2;8,02
2829;3;1,07
2830;1;17,89
2830;2;5,12
2830;3;1,91
2831;1;18,61
2831;2;6,33
2831;3;0,67
2832;1;18,9
2832;2;6,99
2832;3;0,17
2833;1;19,05
2833;2;6,97
2833;3;0,0
2834;1;18,5
2834;2;5,78
2834;3;1,19
2835;1;17,75
2835;2;5,68
2835;3;1,55
2836;1;18,4
2836;2;5,5
2836;3;1,47
2837;1;18,13
2837;2;4,59
2837;3;2,39
2838;1;19,38
2838;2;7,36
2838;3;0,42
2839;1;19,65
2839;2;7,85
2839;3;0,9
2840;1;19,83
2840;2;8,37
2840;3;1,41
2841;1;19,06
2841;2;7,29
2841;3;0,35
2842;1;18,34
2842;2;7,33
2842;3;1,01
2843;1;20,34
2843;2;8,02
2843;3;1,36
2844;1;19,2
2844;2;6,47
2844;3;0,67
2845;1;18,68
2845;2;6,06
2845;3;0,92
2846;1;19,75
2846;2;8,73
2846;3;1,77
2847;1;19,52
2847;2;6,14
2847;3;1,33
2848;1;18,34
2848;2;6,25
2848;3;0,85
2849;1;17,84
2849;2;5,4
2849;3;1,7
2850;1;19,84
2850;2;7,57
2850;3;0,82
2851;1;19,98
2851;2;9,02
2851;3;2,05
2852;1;20,4
2852;2;8,53
2852;3;1,68
2853;1;18,84
2853;2;6,36
2853;3;0,61
2854;1;18,15
2854;2;5,92
2854;3;1,17
2855;1;19,38
2855;2;8,64
2855;3;1,75
2856;1;18,3
2856;2;5,83
2856;3;1,18
2857;1;18,89
2857;2;6,09
2857;3;0,93
2858;1;18,54
2858;2;5,68
2858;3;1,3
2859;1;20,35
2859;2;7,7
2859;3;1,3
2860;1;18,99
2860;2;8,4
2860;3;1,63
2861;1;19,74
2861;2;7,25
2861;3;0,7
2862;1;20,66
2862;2;8,3
2862;3;1,7
2863;1;19,23
2863;2;8,04
2863;3;1,12
2864;1;18,21
2864;2;6,5
2864;3;0,85
2865;1;19,05
2865;2;7,69
2865;3;0,81
2866;1;19,05
2866;2;6,4
2866;3;0,65
2867;1;18,77
2867;2;5,97
2867;3;1,03
2868;1;20,27
2868;2;8,57
2868;3;1,66
2869;1;20,49
2869;2;8,34
2869;3;1,6
2870;1;18,74
2870;2;6,22
2870;3;0,75
2871;1;19,44
2871;2;7,64
2871;3;0,68
2872;1;19,58
2872;2;8,78
2872;3;1,85
2873;1;18,45
2873;2;6,99
2873;3;0,66
2874;1;18,38
2874;2;5,93
2874;3;1,07
2875;1;18,12
2875;2;6,36
2875;3;0,96
2876;1;19,47
2876;2;7,87
2876;3;0,9
2877;1;18,61
2877;2;6,49
2877;3;0,55
2878;1;18,97
2878;2;6,55
2878;3;0,44
2879;1;18,16
2879;2;6,38
2879;3;0,92
2880;1;19,19
2880;2;7,05
2880;3;0,14
2881;1;19,31
2881;2;8,33
2881;3;1,42
2882;1;19,65
2882;2;8,05
2882;3;1,08
2883;1;18,79
2883;2;6,78
2883;3;0,27
2884;1;18,8
2884;2;5,73
2884;3;1,29
2885;1;19,49
2885;2;7,25
2885;3;0,45
2886;1;18,32
2886;2;5,49
2886;3;1,48
2887;1;18,43
2887;2;6,14
2887;3;0,89
2888;1;19,77
2888;2;7,22
2888;3;0,73
2889;1;18,37
2889;2;6,27
2889;3;0,82
2890;1;18,17
2890;2;6,77
2890;3;0,89
2891;1;18,74
2891;2;6,86
2891;3;0,3
2892;1;19,43
2892;2;6,74
2892;3;0,61
2893;1;19,34
2893;2;8,44
2893;3;1,54
2894;1;18,29
2894;2;6,57
2894;3;0,76
2895;1;19,7
2895;2;7,71
